temperature,humidity,wind_speed,solar_radiation,peak_hour_indicator,daily_units,monthly_units
27.37,87.46,10.22,563.2,4,7.42,222.74
35.06,46.39,0.95,162.23,4,5.71,171.38
-1.43,62.22,5.94,309.93,23,13.96,418.75
27.92,25.58,14.46,899.98,1,4.48,134.26
3.43,67.82,8.08,688.17,12,9.79,293.67
33.62,85.28,4.32,985.97,2,6.68,200.45
31.86,60.3,1.8,767.01,15,11.86,355.68
19.34,28.83,10.55,941.97,17,12.18,365.37
26.96,60.72,9.67,216.19,7,7.58,227.27
9.15,73.64,5.61,771.48,6,6.9,206.94
16.2,48.45,14.26,20.22,12,9.62,288.48
31.97,81.59,0.33,670.76,19,14.29,428.75
15.67,65.41,4.56,469.28,1,4.61,138.18
11.1,82.95,13.82,346.76,21,14.42,432.5
17.24,63.65,4.81,862.4,14,11.39,341.64
32.27,29.19,3.78,854.27,4,6.6,197.86
10.08,41.68,8.01,22.3,5,5.51,165.24
2.82,34.13,12.36,609.51,1,2.86,85.82
27.04,83.62,1.55,367.83,1,4.64,139.33
32.17,73.23,14.15,415.66,21,15.39,461.7
-0.47,67.35,11.93,832.04,6,6.44,193.34
5.79,41.07,2.72,309.84,5,5.14,154.3
1.39,32.88,10.68,943.05,2,4.44,133.06
10.66,72.95,5.77,179.63,21,13.46,403.72
15.27,53.19,6.03,662.72,5,6.12,183.68
28.7,35.81,11.75,672.11,9,8.37,251.04
24.3,63.16,14.44,252.2,19,14.06,421.74
22.94,22.82,1.9,324.75,21,13.95,418.5
10.86,42.83,6.31,834.8,15,10.9,327.07
32.87,52.8,7.21,761.81,13,10.78,323.44
16.21,30.36,5.64,329.1,12,9.2,276.04
39.06,88.93,5.45,533.96,5,8.13,243.78
23.54,34.64,0.78,61.68,2,3.81,114.28
0.68,29.12,10.28,208.75,4,4.52,135.64
25.43,34.25,6.54,485.82,18,13.11,393.43
9.63,73.83,2.92,85.97,21,13.69,410.69
25.88,49.79,12.24,843.33,10,9.57,286.99
-1.87,59.58,12.04,718.01,13,9.47,284.25
2.87,21.47,7.3,943.63,12,8.82,264.6
33.51,22.41,4.48,693.47,2,4.89,146.73
5.22,51.21,9.57,940.4,15,10.82,324.45
32.67,77.17,4.32,554.51,14,11.43,342.84
7.57,81.97,3.54,600.22,10,8.48,254.31
23.93,26.07,10.96,976.97,22,14.72,441.64
26.24,57.69,0.6,642.13,8,8.17,245.04
18.07,83.93,1.42,30.79,15,11.26,337.71
8.74,47.16,0.1,723.8,13,9.72,291.47
4.57,78.07,2.29,905.47,8,7.65,229.57
-3.51,29.36,1.03,795.58,21,12.66,379.79
8.68,85.48,14.94,583.83,21,15.01,450.29
24.39,72.6,4.33,671.3,22,15.45,463.47
37.22,85.89,2.24,990.19,14,13.12,393.73
34.2,67.36,3.61,90.66,1,4.7,140.89
29.47,45.44,14.04,667.24,13,11.12,333.61
30.48,85.67,7.8,283.4,8,8.31,249.16
24.92,39.29,5.47,640.09,18,12.99,389.69
6.71,43.25,13.1,607.62,22,14.55,436.58
35.82,69.06,5.92,153.46,9,9.45,283.38
25.18,73.57,5.03,206.75,13,11.09,332.56
20.22,85.06,3.11,621.63,3,5.71,171.28
-0.01,34.34,5.67,128.23,18,11.06,331.8
15.12,75.86,4.75,265.18,10,8.63,258.94
15.72,71.7,10.16,835.25,5,6.92,207.71
33.91,24.47,4.34,327.09,6,6.3,188.98
19.6,47.11,8.66,488.06,8,8.03,240.78
12.12,39.79,0.99,941.14,24,15.78,473.46
38.96,41.31,2.87,227.15,7,7.54,226.11
-0.02,88.81,6.11,389.63,21,13.63,408.86
14.01,64.99,14.05,606.46,18,12.67,380.09
-3.11,70.24,5.66,755.34,14,10.36,310.75
28.3,88.36,9.96,901.65,15,12.69,380.84
36.31,46.4,3.83,915.47,10,10.18,305.51
7.6,76.13,1.91,776.64,21,14.41,432.22
33.63,50.42,0.88,228.33,12,10.09,302.7
8.15,80.87,4.58,24.81,7,6.75,202.39
35.98,32.65,2.36,383.77,7,6.95,208.58
28.93,86.34,2.61,141.55,11,10.32,309.75
31.22,35.31,11.41,710.39,13,10.95,328.44
-4.19,42.84,0.24,661.13,15,10.31,309.29
38.33,72.93,8.37,43.97,18,13.71,411.22
27.7,47.56,5.69,836.59,7,8.05,241.61
8.71,62.57,7.6,248.74,6,5.72,171.6
32.32,51.12,8.44,432.23,23,15.96,478.67
7.67,71.97,4.7,667.93,11,9.4,281.89
34.27,35.98,4.43,429.42,8,8.27,248.22
0.07,24.09,11.0,441.29,20,12.53,375.8
26.67,41.0,13.07,65.63,1,3.84,115.12
19.33,53.2,2.89,401.44,8,7.99,239.82
-0.66,31.76,1.46,764.85,8,6.91,207.19
5.89,44.84,13.47,915.18,19,12.59,377.57
-4.44,48.0,5.25,413.5,3,4.25,127.36
16.09,24.02,8.27,423.59,5,5.25,157.39
8.56,60.83,5.39,702.63,3,5.2,155.95
21.93,81.9,1.89,942.77,15,12.07,362.16
8.38,30.62,8.84,267.06,14,10.03,300.94
8.5,61.85,7.88,440.14,21,13.44,403.19
28.44,66.53,3.04,795.97,15,12.14,364.14
-2.83,49.35,6.78,609.69,24,14.59,437.59
35.63,69.08,11.95,110.59,17,12.96,388.75
33.35,48.75,8.86,627.73,18,13.68,410.45
25.05,55.32,1.45,186.75,2,4.22,126.61
21.69,20.51,8.22,510.22,12,9.47,284.06
35.15,68.42,10.54,529.1,16,13.45,403.56
3.34,66.29,11.89,876.2,4,6.03,180.91
-1.45,22.69,9.44,462.49,2,3.49,104.61
5.78,45.78,2.29,279.44,14,9.41,282.37
30.76,88.53,10.65,230.97,11,10.18,305.52
-3.44,49.45,10.16,874.25,13,9.51,285.39
21.23,55.14,0.37,171.01,7,6.39,191.75
39.79,83.7,6.18,425.87,10,10.72,321.6
33.51,70.21,4.99,187.17,24,16.06,481.81
18.47,60.74,10.04,773.3,1,5.12,153.47
-2.14,75.85,3.24,474.37,21,13.07,391.96
32.41,80.51,8.86,351.14,4,7.17,215.11
21.95,51.98,13.7,361.1,18,12.56,376.84
0.17,53.26,11.97,852.21,6,5.82,174.69
-0.78,47.02,13.82,553.77,2,4.09,122.69
35.93,87.67,14.68,717.87,3,6.99,209.66
25.11,68.8,0.16,897.04,14,11.75,352.44
32.32,25.83,9.34,901.74,8,8.37,251.08
34.55,80.41,6.19,328.51,16,12.46,373.77
20.73,53.64,12.9,952.45,19,14.38,431.42
18.29,24.81,3.78,24.88,18,11.5,345.03
14.37,58.48,14.72,376.84,6,6.94,208.22
9.26,49.2,9.21,895.8,14,10.62,318.6
14.56,81.44,11.9,274.64,3,5.59,167.78
29.82,34.28,1.28,273.08,16,11.29,338.74
22.09,77.85,2.75,302.62,1,4.25,127.41
35.16,59.04,11.38,612.31,12,10.94,328.05
14.95,23.82,0.33,438.33,14,9.61,288.38
22.32,88.03,12.25,726.73,19,14.36,430.83
23.41,55.88,0.21,894.91,22,15.36,460.86
21.63,40.36,9.86,674.2,19,13.55,406.47
26.62,52.86,5.48,204.47,9,7.8,234.08
5.68,80.05,9.17,932.68,7,7.43,222.95
18.06,41.34,10.44,264.49,14,10.22,306.57
-0.31,33.49,5.14,149.89,5,4.06,121.65
12.3,29.03,1.62,89.97,18,11.07,332.11
16.95,40.85,1.04,563.38,9,7.31,219.32
24.35,74.6,8.83,113.76,21,15.08,452.54
37.77,53.01,7.81,138.78,7,8.06,241.76
22.03,35.92,11.13,300.03,9,7.54,226.24
28.46,31.63,7.65,281.65,4,5.09,152.61
17.78,43.29,6.34,604.24,17,12.27,368.06
23.53,85.79,5.97,816.75,12,10.83,324.83
-1.81,44.01,0.4,761.35,6,5.85,175.5
6.45,89.17,5.03,262.48,18,12.94,388.28
11.28,53.97,14.64,245.31,8,7.43,222.82
16.26,32.54,13.1,965.79,21,14.01,420.3
-2.95,82.38,4.94,8.24,15,10.44,313.17
1.3,52.22,8.82,879.72,3,5.21,156.29
7.46,69.68,12.71,199.73,2,4.43,132.83
38.72,88.86,6.62,947.28,24,18.04,541.23
9.91,23.51,0.27,342.31,23,13.65,409.61
16.69,26.77,1.12,440.35,9,7.23,216.76
3.82,70.43,7.66,707.12,8,7.77,233.14
22.49,39.73,14.54,587.67,4,6.37,191.11
7.63,32.9,10.4,317.94,2,3.8,113.95
4.31,22.76,1.06,553.83,14,9.55,286.39
18.25,21.53,2.84,730.71,2,3.83,114.91
-4.75,74.21,11.57,42.33,2,3.35,100.44
-4.66,29.41,12.62,11.2,22,12.78,383.32
4.86,52.74,9.27,458.07,7,6.21,186.31
-3.35,62.41,9.67,131.84,12,8.64,259.13
-0.14,49.98,0.43,664.34,6,5.46,163.84
10.25,21.9,12.43,214.05,18,11.83,354.86
31.12,74.85,11.82,432.85,4,7.15,214.45
20.74,20.74,3.89,197.67,19,12.23,366.9
18.07,73.33,10.63,548.48,13,10.42,312.55
8.21,82.53,3.22,116.05,20,13.42,402.61
36.93,50.3,0.6,23.11,21,14.89,446.59
12.87,57.49,3.02,51.13,23,14.56,436.72
-1.08,53.39,2.68,954.26,2,3.58,107.52
22.77,47.24,5.07,142.29,8,6.89,206.85
0.12,82.12,6.28,708.48,19,12.87,385.97
10.54,82.58,7.63,67.93,9,7.67,230.12
17.83,43.51,7.15,108.16,4,5.4,161.93
34.34,63.05,4.06,508.88,16,12.95,388.61
17.21,84.88,0.44,464.87,19,13.29,398.84
26.6,87.34,9.08,951.58,10,10.13,303.79
39.68,55.63,5.94,944.84,6,7.96,238.67
0.92,51.7,4.48,779.61,16,11.4,342.07
7.36,39.51,13.0,602.1,10,8.15,244.6
12.76,87.12,11.2,454.96,13,10.83,324.82
13.98,30.0,12.87,356.18,9,7.46,223.7
13.5,60.59,7.42,947.09,7,7.69,230.62
35.84,39.78,1.96,602.91,4,6.14,184.06
27.13,39.53,10.44,579.07,19,13.38,401.38
22.36,48.35,3.09,231.9,4,5.54,166.32
8.92,89.92,6.62,46.7,19,13.08,392.42
32.07,23.85,0.98,945.19,19,13.35,400.45
37.98,60.5,12.38,313.74,12,10.44,313.3
31.95,25.78,1.89,442.59,13,9.98,299.43
-4.93,30.82,13.55,114.64,4,3.81,114.18
23.64,50.77,12.96,836.92,10,9.55,286.55
-2.7,55.73,6.97,27.63,21,13.13,393.93
6.59,38.12,11.17,833.99,7,6.3,188.91
-2.32,42.15,9.29,140.29,5,4.39,131.69
22.17,26.09,12.05,886.56,17,12.07,362.16
25.9,41.23,6.48,729.77,18,13.05,391.37
0.15,87.66,11.79,164.67,11,8.71,261.26
12.27,86.13,6.94,565.82,15,11.84,355.18
15.53,43.44,14.11,312.66,21,13.62,408.72
11.61,59.96,7.3,178.23,22,14.27,428.13
0.45,83.67,6.94,859.18,7,7.65,229.41
13.85,20.43,11.78,403.52,18,12.27,368.06
28.8,76.75,12.32,398.54,6,8.2,246.06
-1.8,86.39,8.32,169.89,18,12.33,369.9
-1.39,26.39,2.7,383.07,16,10.33,309.85
10.96,31.3,7.02,871.62,2,3.99,119.73
37.38,87.25,14.52,363.13,19,14.61,438.31
25.09,57.63,11.29,951.6,1,4.7,141.11
25.54,20.99,12.17,946.31,11,9.72,291.45
11.29,38.03,0.49,144.9,20,12.92,387.66
21.71,51.5,7.02,177.31,5,5.69,170.71
-4.54,68.5,9.7,862.67,16,11.43,343.0
23.62,71.32,12.45,392.76,23,16.12,483.61
36.1,89.68,0.74,4.37,1,5.55,166.58
22.57,40.13,12.79,273.87,19,13.24,397.05
34.32,57.68,8.23,597.63,14,12.18,365.52
27.58,57.33,2.96,799.27,3,5.76,172.75
0.43,48.4,4.76,133.39,2,3.12,93.46
35.61,31.84,4.23,110.54,24,15.7,470.93
-2.01,88.42,7.96,922.09,5,6.21,186.37
19.03,79.73,0.78,751.15,17,12.32,369.66
1.4,54.88,2.38,589.78,18,12.06,361.81
-4.47,62.23,12.19,769.19,1,3.91,117.22
13.99,35.91,1.99,428.85,15,10.65,319.6
8.28,58.07,3.5,758.46,22,14.28,428.51
16.87,68.65,6.8,371.8,9,8.31,249.44
20.97,56.06,7.76,244.09,23,15.01,450.2
-3.03,89.32,11.45,729.01,5,5.72,171.7
0.54,62.79,6.71,419.67,13,9.47,283.98
20.14,45.97,11.85,981.38,19,13.39,401.61
10.44,74.05,9.28,349.49,24,15.21,456.33
27.81,31.93,1.7,921.73,10,9.26,277.72
24.35,46.92,2.34,932.96,20,13.67,410.06
33.05,44.29,6.56,241.85,21,14.94,448.08
26.16,50.23,5.95,798.22,14,11.3,339.14
14.35,74.72,11.15,433.07,22,15.46,463.88
25.28,53.89,8.71,917.52,21,14.58,437.37
7.39,75.58,5.82,450.12,12,9.59,287.69
8.78,60.35,2.56,744.3,11,8.82,264.5
30.5,43.94,3.4,466.97,23,15.82,474.5
15.09,76.7,8.63,227.8,7,7.14,214.09
30.93,36.68,6.35,199.35,17,11.93,357.91
32.01,35.71,7.72,425.43,18,13.33,399.88
33.59,55.32,2.56,755.49,7,7.99,239.78
36.25,38.26,9.94,605.07,24,16.0,479.93
14.39,20.64,12.79,688.63,20,13.09,392.85
9.35,65.38,3.87,282.33,6,6.33,189.84
21.2,55.78,7.37,481.44,11,9.13,273.97
11.7,51.19,14.63,44.4,12,9.02,270.73
22.05,87.69,5.0,817.53,16,12.38,371.41
26.75,59.98,8.93,989.89,19,14.38,431.49
25.98,80.44,1.35,406.88,23,16.11,483.34
11.85,29.76,9.09,10.96,19,11.88,356.55
2.51,59.84,1.34,169.79,11,7.95,238.58
14.37,80.76,14.39,652.53,16,12.01,360.19
1.42,60.82,10.73,612.08,23,14.42,432.7
35.05,70.26,11.82,787.86,12,10.96,328.65
10.56,46.04,10.56,253.88,8,7.0,210.05
1.95,26.47,8.85,763.63,3,4.19,125.56
-3.85,52.05,6.75,687.98,2,4.19,125.63
24.06,47.61,12.88,322.81,6,6.44,193.13
23.66,80.69,14.35,545.49,16,12.87,386.19
10.33,37.08,7.49,147.27,20,12.66,379.69
-1.77,87.67,13.97,452.56,24,15.55,466.58
13.43,87.07,8.75,881.2,15,12.43,372.9
9.0,37.33,8.08,421.19,14,9.57,286.98
25.47,44.36,6.82,839.57,2,4.75,142.37
22.26,82.69,3.14,590.25,20,14.62,438.7
11.41,87.66,0.06,191.88,18,12.36,370.87
4.81,51.04,3.62,581.11,14,9.47,284.05
39.46,42.47,7.65,505.98,18,13.31,399.28
15.43,56.83,5.7,398.64,2,4.29,128.61
25.97,68.14,6.73,119.63,1,4.6,137.99
1.32,39.14,14.71,416.71,20,12.38,371.39
16.85,71.55,5.25,72.76,2,4.42,132.51
-3.76,23.62,6.78,98.77,9,6.07,182.07
17.75,23.45,2.0,415.92,9,7.29,218.75
38.38,47.04,0.72,305.38,16,12.66,379.82
12.29,44.74,11.63,925.54,11,8.83,264.88
-3.25,42.09,8.56,375.71,23,14.26,427.89
-3.61,54.37,11.41,757.86,6,6.09,182.68
12.46,42.45,2.25,530.25,12,9.37,280.96
2.2,33.46,8.58,704.09,3,4.17,125.13
-3.95,41.66,3.8,260.12,12,7.96,238.92
29.03,88.24,3.42,941.9,23,17.14,514.21
15.63,48.78,0.17,530.09,1,4.19,125.65
8.02,51.13,1.96,831.32,9,7.55,226.56
35.5,60.36,4.64,365.05,20,14.19,425.57
0.23,88.83,1.75,100.21,22,13.94,418.11
38.02,36.91,14.79,673.71,6,8.16,244.7
9.13,67.69,4.63,7.76,11,8.28,248.38
34.98,70.12,1.95,475.29,3,6.34,190.12
22.13,62.51,2.99,192.8,4,5.85,175.42
32.2,26.2,8.82,627.38,10,9.3,279.14
39.28,67.38,0.96,979.42,19,14.88,446.51
7.98,24.49,12.94,464.4,6,5.64,169.31
38.25,61.73,14.42,817.5,1,6.36,190.93
12.53,71.77,3.7,507.78,8,7.79,233.76
12.35,34.77,6.75,495.84,8,7.24,217.19
10.32,78.91,0.33,930.42,6,6.88,206.39
19.36,22.12,9.61,889.97,17,12.26,367.77
1.94,79.07,6.21,785.8,19,12.91,387.24
19.92,52.22,4.05,296.26,1,3.7,111.1
19.38,35.23,3.1,545.01,15,11.03,330.79
29.29,29.36,9.81,223.9,13,10.09,302.74
32.51,86.73,6.24,443.92,21,15.67,470.25
14.82,25.09,2.69,484.21,3,4.08,122.32
8.6,33.94,10.34,831.64,2,4.35,130.48
6.67,44.35,8.48,896.03,3,4.81,144.44
3.76,63.42,12.88,414.62,9,7.85,235.63
-2.41,58.14,1.76,17.7,16,9.9,297.12
10.41,28.8,11.78,861.77,24,15.53,465.82
7.16,40.28,10.1,174.28,13,9.45,283.41
38.49,36.71,1.73,621.88,19,13.59,407.77
20.1,34.95,10.42,24.97,18,11.84,355.26
10.63,48.78,6.62,399.51,21,13.77,412.99
21.12,69.28,14.17,985.96,12,11.05,331.45
1.26,35.22,2.12,100.69,12,8.14,244.08
14.98,45.67,9.64,423.69,1,4.06,121.74
23.18,47.36,5.73,307.15,20,13.48,404.34
17.0,88.35,14.35,905.09,8,8.85,265.43
13.08,86.83,4.95,869.34,17,12.66,379.9
39.72,76.01,14.43,237.7,21,15.33,460.02
34.61,36.92,13.52,81.19,20,14.15,424.45
23.05,24.76,4.06,627.14,22,13.99,419.7
20.62,42.18,12.05,336.37,7,7.51,225.32
22.93,38.68,14.93,672.08,9,8.87,266.0
4.06,55.41,3.79,32.12,17,11.31,339.44
12.78,74.44,6.55,133.4,10,8.86,265.93
-3.22,80.08,7.8,686.37,4,5.27,158.08
16.4,79.14,4.42,212.37,22,15.09,452.84
19.44,45.18,0.23,857.59,7,6.9,206.94
5.25,68.11,3.3,58.59,7,5.8,174.12
38.38,41.9,4.23,215.48,8,8.38,251.53
35.93,24.26,6.65,998.56,24,16.05,481.64
27.5,69.11,2.57,433.08,24,16.76,502.67
19.0,20.69,13.1,702.97,8,7.63,229.04
34.15,48.64,10.57,182.66,16,12.43,373.01
0.88,43.06,1.28,609.87,12,8.3,248.97
30.57,68.54,9.75,726.11,15,12.59,377.76
0.62,73.64,9.8,314.48,8,6.66,199.66
30.74,41.29,14.34,828.9,22,15.96,478.79
7.41,76.81,0.05,603.42,9,7.68,230.43
34.47,40.57,3.72,389.12,3,5.73,171.99
37.48,51.24,13.92,557.64,22,15.6,467.96
1.7,70.89,13.98,576.76,21,13.57,407.02
15.82,68.5,10.81,165.54,16,11.63,348.97
39.14,89.12,11.49,402.73,15,12.66,379.68
16.75,35.76,1.37,343.43,24,15.17,455.01
33.86,66.36,7.71,400.9,4,6.39,191.7
21.49,62.68,3.47,761.11,20,14.04,421.08
11.89,84.06,2.72,482.54,16,11.91,357.21
7.86,30.95,12.15,940.32,10,8.1,243.06
4.15,72.63,2.03,293.68,11,8.39,251.77
29.28,59.78,7.03,415.7,5,7.1,213.06
12.39,39.23,14.08,786.96,11,8.79,263.78
18.01,53.21,2.79,546.02,13,9.68,290.29
17.15,43.36,14.67,547.03,15,11.04,331.22
20.98,60.55,14.91,53.34,6,6.69,200.55
33.95,82.23,8.33,398.6,16,13.03,391.0
39.13,59.85,2.55,270.73,15,11.87,356.2
13.34,64.22,4.74,999.34,11,9.88,296.49
32.24,56.31,6.37,308.36,20,13.78,413.31
29.4,23.58,4.64,884.5,2,4.9,146.92
20.81,36.3,4.21,676.23,2,4.45,133.54
38.02,54.44,14.58,340.92,12,10.92,327.48
4.02,41.72,2.3,543.53,16,11.11,333.43
-0.08,32.72,11.0,840.54,19,12.33,369.94
33.43,55.29,0.01,883.37,2,6.15,184.43
14.76,42.6,8.94,160.39,17,11.32,339.63
33.11,38.07,13.74,339.57,14,10.7,320.99
35.19,52.48,4.32,335.22,24,15.94,478.18
-2.19,29.33,2.78,42.04,16,9.5,284.93
34.76,84.94,9.78,598.24,5,7.64,229.33
15.17,80.74,10.69,854.82,10,9.15,274.38
17.97,69.53,10.32,381.57,17,12.41,372.39
23.2,27.43,4.79,740.04,13,9.93,297.91
36.69,74.31,3.78,627.7,16,12.68,380.53
-4.14,76.56,14.34,375.65,9,7.43,222.78
16.46,73.74,13.85,141.06,24,16.24,487.22
25.95,27.98,6.86,709.32,4,5.57,167.22
27.52,65.07,12.69,854.57,24,17.13,513.81
26.16,78.4,6.78,685.85,16,12.88,386.33
1.05,60.41,6.37,17.88,23,13.9,416.9
8.47,65.25,2.35,216.23,11,8.25,247.63
11.14,52.09,6.4,69.48,7,6.23,186.88
31.2,57.01,8.06,570.39,17,13.1,393.14
7.54,22.41,0.34,756.48,22,13.44,403.28
4.48,64.73,6.66,110.58,13,9.04,271.32
38.09,25.7,11.72,838.34,4,6.22,186.74
-4.6,50.45,10.2,555.51,14,10.02,300.61
39.9,40.49,9.53,689.97,10,9.72,291.63
25.46,58.18,13.64,971.4,10,9.94,298.27
32.28,29.34,0.27,83.68,10,8.28,248.49
8.26,68.42,8.36,901.22,12,10.31,309.17
-4.36,75.65,11.81,126.1,2,3.82,114.68
28.2,31.43,8.12,392.96,23,15.16,454.69
32.54,27.3,4.86,851.44,9,9.09,272.84
28.32,30.19,2.04,906.25,5,6.71,201.21
1.43,81.4,13.31,506.37,8,7.22,216.5
28.9,56.97,7.06,594.1,21,14.57,437.05
29.6,52.71,13.17,708.15,14,11.92,357.74
24.63,27.47,8.79,832.76,7,7.71,231.4
29.48,65.47,10.11,121.51,7,7.75,232.6
33.07,80.76,12.06,810.07,9,9.99,299.85
22.61,77.97,9.89,481.28,3,6.1,183.0
-1.01,63.82,5.97,450.62,14,9.79,293.84
16.94,25.27,7.7,423.9,17,11.69,350.63
-1.51,27.87,12.05,509.21,18,10.96,328.83
13.34,23.45,5.6,945.05,12,9.71,291.31
13.32,38.02,5.82,548.2,22,14.4,431.98
-2.03,29.5,1.44,953.18,14,9.62,288.48
10.7,38.2,13.72,180.29,13,9.21,276.21
-0.01,46.95,1.37,724.14,14,9.36,280.95
31.37,86.01,9.72,812.24,9,9.8,294.06
37.65,62.73,6.2,679.13,19,14.66,439.9
-1.75,78.45,6.08,606.92,2,4.4,132.15
37.98,69.72,10.19,564.81,11,10.55,316.4
18.52,27.88,1.01,860.93,17,11.99,359.63
8.48,71.51,8.91,821.65,2,5.26,157.71
-1.54,39.26,11.58,122.29,19,11.2,336.12
17.53,64.74,12.42,848.59,7,7.84,235.29
30.75,43.87,2.56,414.07,18,13.16,394.93
26.82,89.84,13.46,253.7,13,11.34,340.24
-2.74,38.45,9.84,869.77,5,5.45,163.45
-1.72,39.54,13.23,432.02,18,11.55,346.51
13.13,85.15,7.28,808.36,23,16.38,491.34
8.29,21.73,8.13,263.4,24,13.91,417.33
5.46,68.77,13.79,3.93,24,15.06,451.7
7.65,70.77,13.5,495.46,16,11.29,338.69
31.16,78.55,6.72,100.23,15,11.59,347.71
36.82,88.21,4.12,754.38,8,9.37,280.98
13.23,88.29,5.9,276.08,15,11.04,331.08
35.77,24.57,5.82,443.65,1,4.86,145.86
9.47,77.53,4.3,87.03,17,12.19,365.61
16.44,65.24,4.03,286.66,15,10.87,326.11
5.17,65.31,12.92,781.49,14,10.87,326.21
23.82,28.98,1.05,151.59,14,9.99,299.63
39.05,65.51,10.16,647.16,10,10.53,315.92
22.16,88.77,2.59,917.43,2,6.01,180.18
11.1,83.83,5.17,679.84,6,6.57,197.0
24.15,50.74,0.92,811.02,17,12.82,384.73
0.53,22.8,4.05,108.97,5,4.46,133.79
34.99,45.36,11.53,250.73,5,6.76,202.89
17.64,77.85,13.28,894.54,15,12.63,379.04
15.22,69.1,3.32,715.11,15,11.87,355.99
21.36,52.15,6.95,639.55,20,13.98,419.5
23.12,23.86,7.05,663.77,11,9.12,273.49
-1.77,49.88,13.1,414.2,5,5.71,171.39
25.72,52.83,11.44,44.56,1,4.03,120.87
5.89,85.0,7.7,784.44,11,9.33,280.03
27.13,64.88,10.06,678.71,11,9.82,294.52
32.01,41.82,12.71,472.8,6,7.69,230.61
31.18,56.77,0.14,899.76,23,16.34,490.29
19.86,24.62,6.04,336.16,8,6.61,198.26
18.41,88.08,13.61,294.32,2,5.87,175.99
1.43,45.2,11.1,872.8,15,10.91,327.37
29.89,53.45,8.14,796.99,23,16.46,493.66
7.21,44.87,7.94,514.98,22,13.56,406.79
17.35,67.78,5.22,130.73,9,8.02,240.46
7.79,66.36,7.81,215.07,15,10.86,325.94
1.02,70.07,9.83,656.23,8,7.45,223.4
23.33,38.77,6.28,385.04,16,11.68,350.46
-2.56,42.1,10.71,836.47,14,10.19,305.7
28.69,28.77,12.92,949.96,15,11.72,351.65
9.29,65.89,2.32,805.64,20,14.01,420.19
-4.99,22.79,6.77,377.55,13,7.95,238.49
18.0,61.84,6.12,788.69,9,8.38,251.4
-2.89,80.88,10.31,351.44,1,3.18,95.31
7.43,82.36,3.75,167.1,6,6.16,184.88
26.81,51.43,9.6,33.39,8,7.57,227.12
-2.18,52.15,13.16,385.72,20,13.02,390.6
32.77,25.39,6.27,903.56,18,13.39,401.73
-4.83,66.95,13.67,238.99,18,11.68,350.5
6.11,77.49,14.9,206.51,17,12.16,364.82
28.34,37.13,1.59,969.82,21,14.23,426.9
9.23,49.49,3.5,25.0,16,10.26,307.85
-0.41,78.72,14.26,785.78,13,10.39,311.82
11.21,81.4,14.37,321.37,22,15.08,452.47
7.17,37.02,1.47,37.49,4,4.45,133.63
32.92,58.54,0.22,917.8,4,6.64,199.33
9.1,33.47,2.42,139.64,21,13.06,391.78
30.5,27.13,14.94,551.78,14,11.25,337.55
35.13,83.78,2.7,274.05,5,7.75,232.52
14.52,77.44,7.54,65.19,16,11.28,338.44
35.95,73.2,12.73,49.92,14,11.74,352.34
11.98,23.41,0.31,115.56,14,9.29,278.81
38.38,79.06,9.07,71.37,14,12.34,370.27
-0.98,50.66,4.16,760.56,24,14.55,436.52
25.92,43.97,12.94,485.57,14,11.07,332.16
17.22,58.25,4.25,342.89,19,12.84,385.28
12.44,26.39,10.3,418.37,3,4.4,132.1
23.47,72.97,10.11,928.95,17,13.1,392.92
26.67,60.77,3.32,910.75,14,11.11,333.21
-4.8,33.06,0.52,715.68,10,7.22,216.75
2.51,33.18,6.14,884.68,13,9.19,275.82
27.09,32.9,4.34,319.65,22,14.14,424.32
24.99,23.99,12.13,381.11,4,5.3,158.95
38.47,61.15,12.01,613.71,11,10.17,305.09
29.25,78.82,6.86,623.63,15,12.82,384.56
37.78,21.22,9.1,481.7,15,11.65,349.49
26.61,23.43,9.06,400.66,24,15.79,473.6
8.41,60.09,12.41,986.18,2,4.9,147.12
-0.26,77.36,6.38,821.12,11,9.45,283.5
30.18,42.87,4.13,434.98,2,4.91,147.26
23.99,44.47,3.98,727.29,23,15.51,465.28
-2.83,61.74,8.04,269.56,5,5.1,152.88
11.2,39.19,6.74,100.17,13,9.38,281.39
38.06,21.86,6.6,352.43,1,4.46,133.72
17.52,71.47,1.37,402.97,7,7.02,210.62
14.47,63.8,10.78,16.54,7,6.48,194.55
15.6,60.65,3.21,814.79,10,9.01,270.3
4.4,71.92,2.95,359.19,6,6.1,182.86
11.59,67.27,6.19,580.42,20,13.29,398.61
11.64,34.41,3.42,73.96,12,8.34,250.27
-2.64,44.67,8.76,175.0,13,8.71,261.41
29.54,28.83,5.57,889.69,24,16.44,493.12
13.74,29.09,6.73,608.69,11,8.16,244.67
32.0,67.33,8.06,950.28,18,13.99,419.61
33.27,80.1,3.05,998.75,2,6.68,200.35
4.54,87.39,2.34,371.86,16,11.57,346.96
24.58,63.98,13.21,298.8,2,4.99,149.81
16.25,32.89,6.51,858.36,19,13.37,401.08
34.61,27.4,6.18,998.61,6,7.46,223.67
4.71,76.9,0.53,629.64,1,3.92,117.52
25.5,60.51,7.47,795.14,11,10.48,314.43
22.35,63.28,8.31,781.75,18,13.86,415.84
8.29,74.7,8.38,355.34,10,8.37,251.21
1.15,69.23,10.61,574.27,18,11.97,359.25
24.32,78.41,2.66,833.06,1,5.02,150.69
